Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,The Evergreen State College,2700 Evergreen Pkwy NW,Parking Lot C,Olympia,WA,98505,,360-867-6352,E,,Public,24 hours daily; permit required; pay lot,,,,,2,2,,,Non-Networked,,GPS,47.071917,-122.976675,2019-07-09,37673,2020-01-21 18:34:38 UTC,SG,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Washington Department of Labor & Industries - Department of Health - Department of Transportation,243 Israel Rd SE,,Tumwater,WA,98501,,360-236-3070,E,,Public - Call ahead,24 hours daily; by appointment only,,,,,,6,,,Non-Networked,,200-9,46.984193,-122.904856,2019-11-08,37677,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,STATE_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KING COUNTY DOT,1755 Highlands Dr NE,"IH P&R UNIT #1; Issaquah Park &amp; Ride lower Level, bottom of ramp
ISSAQUAH P&R #2; Lower Level
ISSAQUAH P&R #3; Lower Level
ISSAQUAH P&R #4; Lower Level
ISSAQUAH P&R #5; Lower Level
ISSAQUAH P&R 11; Lower Level
ISSAQUAH P&R 12; Lower Level",Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,4,7,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.545609,-122.019598,2020-01-30,38082,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,King County - King County Van Distribution Center,18655 NE Union Hill Rd,Off NE Union Hill Road between 188th Ave NE and 178th Pl NE,Redmond,WA,98052,,,E,,Private,,,,,,,3,,,Non-Networked,,200-9,47.675897,-122.091237,2019-07-09,38083,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,UWB CASCADIA CC,18500 Campus Way NE,"NORTH DUAL 1; Just to the right as you enter the north garage.
NORTH DUAL 2; space 2313 & 2314",Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.760178,-122.190581,2020-01-30,38952,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,DUVALL FIRE D45,15600 1st Ave NE,"DUVALL FIRE #1; Open to public, Corner of 1st and Stella; east parking lot.",Duvall,WA,98019,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7413216,-121.9840469,2020-01-30,38955,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $0.5 per hour, minimum payment of $1, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDMOND,15670 NE 85th St,CITY HALL DUAL,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6792243,-122.1299498,2020-01-30,38959,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDMOND,18080 NE 76th St,MOC #1 PUBLIC,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6723594,-122.0990339,2020-01-30,38966,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,WILLOWS LODGE,14580 NE 145th St,"WILLOWS #1; Just past the main entrance on the right
WILLOWS #2; Just past the main entrance on the right",Woodinville,WA,98072,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.733788,-122.146893,2020-01-30,38976,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Rairdon's Nissan - Auburn,713 35th St NE,,Auburn,WA,98002,,,E,,Private,Service center only,,,,,,1,,,Non-Networked,,200-9,47.338754,-122.221114,2019-12-12,39776,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Bellingham Nissan,1516 Iowa St,,Bellingham,WA,98229,,360-733-7300,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,48.755607,-122.454132,2019-04-08,39778,2020-01-21 18:34:38 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Advantage Nissan,5101 Auto Center Blvd,,Bremerton,WA,98312,,360-373-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,47.562162,-122.684286,2019-12-12,39779,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Burien Nissan,16042 1st Ave S,,Burien,WA,98148,,206-242-7070,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,47.458466,-122.333257,2019-12-12,39780,2020-01-21 18:34:38 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Campbell-Nelson Nissan,24325 Highway 99,,Edmonds,WA,98026,,425-774-2174,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-8,47.77861,-122.346196,2019-12-12,39782,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Campbell Nissan - Everett,10500 Highway 99 S,,Everett,WA,98204,,425-347-5763,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,47.90272981640562,-122.2469883724914,2019-12-12,39783,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Olympia Nissan,2220 Carriage Dr SW,,Olympia,WA,98502,,360-352-8558,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,47.031067,-122.930247,2019-12-12,39786,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Bill Robertson Nissan,928 N 28th Ave,,Pasco,WA,99301,,509-545-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,46.236607,-119.128998,2019-12-12,39787,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Dan Wilder Nissan,53 Jetta Way,,Port Angeles,WA,98362,,360-452-9268,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,48.102863,-123.342273,2019-03-07,39788,2020-01-21 18:34:38 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Puyallup Nissan,101 Valley Ave NW,,Puyallup,WA,98371,,253-848-4507,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,47.207367,-122.294997,2019-12-12,39789,2020-01-21 18:34:38 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Younker Nissan,3401 E Valley Rd,,Renton,WA,98058,,425-251-8100,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,47.448354,-122.2188,2019-12-12,39791,2020-01-22 16:34:11 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Wendle Nissan,9000 N Division St,,Spokane,WA,99218,,509-468-9000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,47.739021,-117.409937,2019-12-12,39795,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Dave Smith Nissan - Spokane,6901 E Sprague Ave,,Spokane Valley,WA,99212,,509-924-6242,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,47.657264,-117.312518,2019-03-07,39796,2020-01-21 18:34:38 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Tacoma Nissan,4030 S Tacoma Way,,Tacoma,WA,98409,,253-473-6200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,47.21978,-122.48576,2019-12-12,39797,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Alan Webb Nissan,3608 NE Auto Mall Dr,,Vancouver,WA,98662,,360-892-9004,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,45.648094,-122.597954,2019-12-12,39798,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,O'Brien Nissan,1395 Dalles Military Rd,,Walla Walla,WA,99362,,509-529-7000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,46.047464,-118.353406,2019-12-12,39799,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KEY CENTER,601 108th Ave NE,"KEY CENTER 4; On Down Ramp
KEY CENTER 5; Located on Down Ramp
KEY CENTER 6; Located on Down Ramp
STATION 1; Past loading dock on ramp between floors A and B
STATION 2; Past loading dock on ramp between floors A and B
STATION 3",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.615846,-122.196881,2020-01-30,40383,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KRC SKYLINE,10900 NE 4th St,"SKYLINE #1; Inside parking garage on right side
SKYLINE #2; Inside parking garage to the right. 
SKYLINE #3; In garage to the right after entrance. ",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.614105,-122.194486,2020-01-30,40384,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $1 per additional hour, maximum payment of $48",,,,,,,,,,,,,,,,,,,
ELEC,Snohomish County - Campus Garage,3000 Rockefeller Ave,,Everett,WA,98201,,503-892-7345,E,,Public,6am-6pm M-F,,,,,,8,,,Non-Networked,,200-9,47.97725,-122.206369,2019-08-08,40772,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Caplan's Rainbow Parking,214 Columbia St,,Seattle,WA,98104,,206-682-2991,E,,Public,Garage business hours; see the valet for access,,,,,,2,,,Non-Networked,,200-8,47.604115,-122.332907,2019-07-09,41579,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,ISSAQUAH,970 NE High St,"ZHOME #1; ZHome Project
ZHOME #2; ZHome Project",Issaquah,WA,98029,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.544578,-122.016825,2020-01-30,41774,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SEATAC,4800 S 188th St,CITY HALL 1; -,SeaTac,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.4340208,-122.2731834,2020-01-30,41776,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2 per session,,,,,,,,,,,,,,,,,,,
ELEC,Puget Sound Energy,3130 S 38th St,,Tacoma,WA,98409,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,47.22213,-122.478493,2020-01-13,41779,2020-01-21 18:34:38 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TPU,3628 S 35th St,"TPU HQ #6; -
TPU HQ #7; -",Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.228157,-122.485041,2020-01-30,41780,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 5 hours",,,,,,,,,,,,,,,,,,,
ELEC,City of Tacoma - Municipal Building,747 Market St,Located in staff parking garage,Tacoma,WA,98402,,,E,,Private,,,,,,,2,,,Non-Networked,,200-9,47.255854,-122.44172,2019-07-09,42044,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,URBAN WATERS,326 E D St,URBAN WATERS #2,Tacoma,WA,98421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.2592999,-122.4342402,2020-01-30,42047,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 5 hours",,,,,,,,,,,,,,,,,,,
ELEC,City of Tacoma - Park Plaza North,923 Commerce St,Park Plaza garage,Tacoma,WA,98402,,253-627-4401,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-8,47.254354,-122.439616,2019-07-09,42051,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,16000 NE 10th St,"CROSSROADS CC 2
CROSSROADS CC; Crossroads Community Center",Bellevue,WA,98008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.618786,-122.122466,2020-01-30,42224,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,999 164th Ave NE,"X-ROADS PARK #1; Crossroads International park off 164th Ave
X-ROADS PARK #2; off 164th Ave, crossroads International Park",Bellevue,WA,98008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.617784,-122.121908,2020-01-30,42225,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,14509 SE Newport Way,"SBCC #1
SBCC #2; At the community center",Bellevue,WA,98006,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.568851,-122.145621,2020-01-30,42228,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,EASTGATE OFFICE,15395 SE 30th Pl,"EASTGATE DUAL 1; SE CForner around back.
EASTGATE DUAL 2; South East Corner, just around back.",Bellevue,WA,98007,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.582366,-122.135279,2020-01-30,42229,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,SUNSET NORTH,3180 139th Ave SE,"STATION #1; -
STATION #2; Just inside garage at main enterance on 139th",Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.581818,-122.154091,2020-01-30,42231,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.1 per kWh, minimum payment of $0.1, maximum payment of $0.1",,,,,,,,,,,,,,,,,,,
ELEC,KIRKLAND,123 5th Ave,CITY HALL 1; North east side of City Hall,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6784759,-122.2068063,2020-01-30,42237,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KIRKLAND,308 Kirkland Ave,"LIBRARY DUAL 2; -
LIBRARY SOUTH 1; Just to the right of the garage entrance.",Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.675672,-122.202232,2020-01-30,42238,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,SAMMAMISH,801 228th Ave SE,"CITY HALL LOT 1; NE Corner of City Hall
CITY HALL LOT 2; NE Corner of City Hall
GARAGE 1; Parking Garage
GARAGE 2; Parking Garage",Sammamish,WA,98075,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.601447,-122.037974,2020-01-30,42240,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, minimum payment of $1",,,,,,,,,,,,,,,,,,,
ELEC,NW WA JATC,306 Anderson Rd,"CARPORT #1; Charger is located under solar carport
CARPORT #2; Charger is located under solar carport",Mt Vernon,WA,98273,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,48.398917,-122.333623,2020-01-30,42657,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $2, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,PCC NATURAL,9803 Edmonds Way,PCC EDMONDS #1; Available for charging 24/7,Edmonds,WA,98020,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7911263,-122.366066,2020-01-30,43298,2020-01-30 10:14:44 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,IBEW LOCAL 46,19802 62nd Ave S,IBEW LOCAL 46 1; West side of IBEW Local 46,Kent,WA,98032,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.4242217,-122.2566188,2020-01-30,43299,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,VALLEY MED CTR,400 S 43rd St,"MAIN LOT #5; -
MAIN LOT #6; -",Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.441294,-122.214247,2020-01-30,43303,2020-01-30 10:14:44 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
