Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Eastside Big Tom,2023 4th Ave E,,Olympia,WA,98501,,360-357-4852,E,,Public,24 hours daily,,,,,1,,,,,,200-9,47.04578,-122.871901,2018-06-05,37663,2019-01-17 00:33:46 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,RSTRNT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Group Health Olympia Medical Center,700 Lilly Rd,,Olympia,WA,98506,,360-923-7670,E,,Public,24 hours daily,,,,,1,,,,,,200-9,47.056888,-122.841752,2018-06-05,37664,2019-01-17 00:33:46 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,HSPTL,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Les Schwab Tires,210 State Ave NW,,Olympia,WA,98501,,360-943-0870,E,,Public - Call ahead,Store business hours; ask staff for assistance,,,,,1,,,,,,200-9,47.045903,-122.903434,2018-06-05,37667,2019-01-17 00:33:46 UTC,P,,,,,,,,NEMA520,US,,,,Public - Appeler à l'avance,,public,CALL,,SRVSTN,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,McDonald's,2611 Harrison Ave NW,,Olympia,WA,98502,,360-357-4445,E,,Public,24 hours daily,,,,,1,,,,,,GPS,47.045792,-122.933675,2018-06-05,37669,2019-01-17 00:33:46 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,RSTRNT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,The Evergreen State College,2700 Evergreen Pkwy NW,Parking Lot C,Olympia,WA,98505,,360-867-6352,E,,Public,24 hours daily; permit required; pay lot,,,,,2,2,,,,,GPS,47.071917,-122.976675,2018-11-08,37673,2019-01-17 00:33:46 UTC,SG,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,CLGCMPS,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Washington Department of Labor & Industries - Department of Health - Department of Transportation,243 Israel Rd SE,,Tumwater,WA,98501,,360-236-3070,E,,Public,24 hours daily,,,,,1,,,,,,200-9,46.984193,-122.904856,2018-06-05,37677,2019-01-17 00:33:46 UTC,LG,,,,,,,,NEMA520,US,,,,Public,,public,,,STGOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KING COUNTY DOT,1755 Highlands Dr NE,"IH P&R UNIT #1; Issaquah Park &amp; Ride lower Level, bottom of ramp
ISSAQUAH P&R #2; Lower Level
ISSAQUAH P&R #3; Lower Level
ISSAQUAH P&R #4; Lower Level
ISSAQUAH P&R #5; Lower Level
ISSAQUAH P&R 11; Lower Level
ISSAQUAH P&R 12; Lower Level",Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,4,7,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.545609,-122.019598,2019-01-30,38082,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,King County - King County Van Distribution Center,18655 NE Union Hill Rd,Off NE Union Hill Road between 188th Ave NE and 178th Pl NE,Redmond,WA,98052,,,E,,Private,,,,,,,3,,,,,200-9,47.675897,-122.091237,2018-08-07,38083,2019-01-17 00:33:46 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNGOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,UWB CASCADIA CC,18500 Campus Way NE,"NORTH DUAL 1; Just to the right as you enter the north garage.
NORTH DUAL 2; space 2313 & 2314",Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.760178,-122.190581,2019-01-30,38952,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,DUVALL FIRE D45,15600 1st Ave NE,"DUVALL FIRE #1; Open to public, Corner of 1st and Stella; east parking lot.",Duvall,WA,98019,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7413216,-121.9840469,2019-01-30,38955,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $0.5 per hour, minimum payment of $1, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,WHIDBEY TELECOM,1651 Main St,"STATION 1; Open to the Public
STATION 2
STATION 3; Open to the Public",Freeland,WA,98249,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,48.010088,-122.525826,2019-01-30,38956,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.12 per kWh, maximum payment of $10",,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDMOND,15670 NE 85th St,CITY HALL DUAL,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6792243,-122.1299498,2019-01-30,38959,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE SQUARE,600 100th Pl NE,"BELL SQ WEST 1; 2nd level West Garage Parking Structure, next to Bell Sky 2
BELL SQ WEST 2; 2nd level of West Garage Parking Structure, at sky bridge
BELL SQ WEST 3; 2nd level, West Garage at Sky 2 entrance
BELL SQ WEST 4; 2nd level of West Garage Parking Structure, next to Bellevue
BELL SQ WEST 5; 2nd Floor, west garage at sky bridge",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,5,5,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6160583,-122.2055283,2019-01-30,38961,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour, minimum payment of $1, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDMOND,18080 NE 76th St,MOC #1 PUBLIC,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6723594,-122.0990339,2019-01-30,38966,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,WILLOWS LODGE,14580 NE 145th St,"NORTH #1; Willows Lodge/Barking Frog/The Herbfarm
SOUTH #2 ADA; Willows Lodge/Barking Frog/The Herbfarm",Woodinville,WA,98072,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.733788,-122.146893,2019-01-30,38976,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Rairdon's Nissan - Auburn,713 35th St NE,,Auburn,WA,98002,,,E,,Private,Service center only,,,,,,1,,,,,200-9,47.338754,-122.221114,2018-07-09,39776,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CRDLR,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Bellingham Nissan,1516 Iowa St,,Bellingham,WA,98229,,360-733-7300,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,48.755607,-122.454132,2018-07-09,39778,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Advantage Nissan,5101 Auto Center Blvd,,Bremerton,WA,98312,,360-373-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.562162,-122.684286,2018-07-09,39779,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Burien Nissan,16042 1st Ave S,,Burien,WA,98148,,206-242-7070,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,,,200-9,47.458466,-122.333257,2018-07-09,39780,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Campbell-Nelson Nissan,24325 Highway 99,,Edmonds,WA,98026,,425-774-2174,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,,,200-8,47.77861,-122.346196,2018-07-09,39782,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Campbell Nissan - Everett,10500 Highway 99 S,,Everett,WA,98204,,425-347-5763,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,,,GPS,47.90272981640562,-122.24698837249144,2018-07-09,39783,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Olympia Nissan,2220 Carriage Dr SW,,Olympia,WA,98502,,360-352-8558,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.031067,-122.930247,2018-07-09,39786,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Bill Robertson Nissan,928 N 28th Ave,,Pasco,WA,99301,,509-545-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,46.236607,-119.128998,2018-07-09,39787,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Dan Wilder Nissan,53 Jetta Way,,Port Angeles,WA,98362,,360-452-9268,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,48.102863,-123.342273,2018-07-09,39788,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Puyallup Nissan,101 Valley Ave NW,,Puyallup,WA,98371,,253-848-4507,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,47.207367,-122.294997,2018-07-09,39789,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Younker Nissan,3401 E Valley Rd,,Renton,WA,98058,,425-251-8100,E,,Public,Dealership business hours,,,,,,1,1,,,,GPS,47.448281,-122.219286,2018-07-09,39791,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Wendle Nissan,8900 N Division St,,Spokane,WA,99218,,509-468-9000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.739021,-117.409937,2018-07-09,39795,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Dave Smith Nissan - Spokane,6901 E Sprague Ave,,Spokane Valley,WA,99212,,509-924-6242,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,47.657264,-117.312518,2018-07-09,39796,2019-01-17 00:33:46 UTC,P,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Tacoma Nissan,4030 S Tacoma Way,,Tacoma,WA,98409,,253-473-6200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.21978,-122.48576,2018-07-09,39797,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Alan Webb Nissan,3608 NE Auto Mall Dr,,Vancouver,WA,98662,,360-892-9004,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,45.648094,-122.597954,2018-07-09,39798,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,O'Brien Nissan,1395 Dalles Military Rd,,Walla Walla,WA,99362,,509-529-7000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,46.047464,-118.353406,2018-07-09,39799,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CRDLR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KEY CENTER,601 108th Ave NE,"STATION 1; Past loading dock on ramp between floors A and B
STATION 2; Past loading dock on ramp between floors A and B
STATION 3",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.615846,-122.196881,2019-01-30,40383,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KRC SKYLINE,10900 NE 4th St,"SKYLINE #1; From 110th, P1 of garage on right as you enter garage
SKYLINE #2; From 110th, P1 of Garage on right as you enter garage
SKYLINE #3; From 110th, P1 of garage on right as you enter garage",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.614105,-122.194486,2019-01-30,40384,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,
ELEC,Snohomish County - Campus Garage,3000 Rockefeller Ave,,Everett,WA,98201,,503-892-7345,E,,Public,6am-6pm M-F,,,,,,8,,,,,200-9,47.97725,-122.206369,2018-06-05,40772,2019-01-17 00:33:46 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PRKLT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Rainbow Parking - Seattle Metropolitan Credit Union,214 Columbia St,Located in the garage below the Credit Union.,Seattle,WA,98104,,206-682-2991,E,,Public,Garage business hours; see the valet for access,,,,,,2,,,,,200-8,47.604115,-122.332907,2018-11-08,41579,2019-01-17 00:33:46 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,PRKGRG,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,ISSAQUAH,970 NE High St,"ZHOME #1; ZHome Project
ZHOME #2; ZHome Project",Issaquah,WA,98029,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.544578,-122.016825,2019-01-30,41774,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SEATAC,4800 S 188th St,CITY HALL 1; -,SeaTac,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.4340208,-122.2731834,2019-01-30,41776,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2 per session,,,,,,,,,,,,,,,,,,,
ELEC,Puget Sound Energy,3130 S 38th St,,Tacoma,WA,98409,,,E,,Private,,,,,,2,1,,,,,GPS,47.22213,-122.478493,2018-08-07,41779,2019-01-17 00:33:46 UTC,T,,,,,,,,J1772 NEMA520,US,,,,Privé,,private,,,UTL,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TPU,3628 S 35th St,"TPU #7; -
TPU HQ DUAL #2
TPU-EVSE #7; Union &amp; S 35th St",Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,1,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.227983,-122.4851,2019-01-30,41780,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 5 hours",,,,,,,,,,,,,,,,,,,
ELEC,City of Tacoma - Municipal Building,747 Market St,Located in staff parking garage,Tacoma,WA,98402,,,E,,Private,,,,,,,2,,,,,200-9,47.255854,-122.44172,2018-06-05,42044,2019-01-17 00:33:46 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNGOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,URBAN WATERS,326 E D St,URBAN WATERS #1,Tacoma,WA,98421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.2592719,-122.4344668,2019-01-30,42047,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is by session. $2 per session, maximum session time is 5 hours",,,,,,,,,,,,,,,,,,,
ELEC,City of Tacoma - Park Plaza North,923 Commerce St,Park Plaza garage,Tacoma,WA,98402,,253-627-4401,E,,Public,24 hours daily,,,,,,4,,,,,200-8,47.254354,-122.439616,2018-06-05,42051,2019-01-17 00:33:46 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PRKGRG,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,16000 NE 10th St,"CROSSROADS CC 2
CROSSROADS CC; Crossroads Community Center",Bellevue,WA,98008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.618786,-122.122466,2019-01-30,42224,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,999 164th Ave NE,"X-ROADS PARK #1; Crossroads International park off 164th Ave
X-ROADS PARK #2; off 164th Ave, crossroads International Park",Bellevue,WA,98008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.617784,-122.121908,2019-01-30,42225,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,14509 SE Newport Way,"SBCC #1
SBCC #2; At the community center",Bellevue,WA,98006,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.568851,-122.145621,2019-01-30,42228,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,
ELEC,EASTGATE OFFICE,15395 SE 30th Pl,"EASTGATE DUAL 1; SE CForner around back.
EASTGATE DUAL 2; South East Corner, just around back.",Bellevue,WA,98007,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.582366,-122.135279,2019-01-30,42229,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,SUNSET NORTH,3180 139th Ave SE,"STATION #1
STATION #2; Just inside garage at main enterance on 139th",Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.581818,-122.154091,2019-01-30,42231,2019-01-30 10:03:35 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.1 per kWh, minimum payment of $0.1, maximum payment of $0.1",,,,,,,,,,,,,,,,,,,
ELEC,KIRKLAND,123 5th Ave,CITY HALL 1; North east side of City Hall,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6784759,-122.2068063,2019-01-30,42237,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,KIRKLAND,308 Kirkland Ave,"LIBRARY DUAL 2; -
LIBRARY SOUTH 1; Just to the right of the garage entrance.",Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.67567,-122.202069,2019-01-30,42238,2019-01-30 10:03:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
